GenOpt(R) Version 3.1.1, March 29, 2016

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2016, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of Parametric algorithm
Start time: Tue Aug 31 12:42:07 CEST 2021

Main Iterations


Simulation Number	Main Iteration	Step Number	f(x)	settings.V_PV_init	settings.heart_R_vlv	settings.heart_R_LA	settings.heart_vntr_D_0	settings.heart_vntr_D_0_maxAct	settings.heart_vntr_D_A	settings.heart_vntr_D_A_maxAct	settings.heart_vntr_TS	settings.heart_vntr_TS_maxAct	settings.heart_vntr_TR	settings.heart_vntr_TR_maxAct	settings.heart_vntr_Tact	settings.heart_atr_D_0	settings.heart_atr_D_A	settings.heart_atr_TS	settings.heart_atr_TR	settings.heart_vntr_xi_Vw	settings.heart_vntr_xi_AmRef	settings.heart_vntr_k_passive	settings.heart_vntr_Lsref	settings.heart_vntr_L0	settings.heart_vntr_SLcollagen	settings.heart_vntr_SLrest	settings.heart_vntr_PConcollagen	settings.heart_vntr_PExpcollagen	settings.syst_art_k_E	settings.eta_vc	settings.syst_tissues_hydrostaticLevel_correction	settings.syst_TPR	settings.syst_TR_frac	settings.chi_phi	settings.tissues_chi_Ra	settings.tissues_chi_Rv	settings.tissues_chi_C	settings.pulm_C_PV	settings.pulm_C_PA	settings.pulm_P_PV_nom	settings.pulm_R	heartComponent.tricuspidValve.chatteringProtectionTime	heartComponent.tricuspidValve._Goff	heartComponent.pulmonaryValve.chatteringProtectionTime	heartComponent.pulmonaryValve._Goff	heartComponent.pulmonaryValve.Pmax	heartComponent.pulmonaryValve.tau	heartComponent.pulmonaryValve.epsTime	heartComponent.mitralValve.chatteringProtectionTime	heartComponent.mitralValve._Goff	heartComponent.aorticValve.chatteringProtectionTime	heartComponent.aorticValve._Goff	heartComponent.ventricles.LV_wall.LSEiso	heartComponent.ventricles.LV_wall.contractilityFraction	heartComponent.ventricles.LV_wall.vmax	heartComponent.ventricles.SEP_wall.LSEiso	heartComponent.ventricles.SEP_wall.contractilityFraction	heartComponent.ventricles.SEP_wall.vmax	heartComponent.ventricles.RV_wall.LSEiso	heartComponent.ventricles.RV_wall.contractilityFraction	heartComponent.ventricles.RV_wall.vmax	heartComponent.ventricles.V_min	heartComponent.ventricles.eps	heartComponent.ra.contractilityFraction	heartComponent.ra.V0_col	heartComponent.ra.s	heartComponent.la.contractilityFraction	heartComponent.la.V0_col	heartComponent.la.s	heartComponent.pericardium.V0	heartComponent.pericardium.s	heartComponent.valveInertia_aortic.volumeFlow_start	heartComponent.valveInertia_aortic.l	heartComponent.valveInertia_aortic.A_ind	heartComponent.valveInertia_Mitral.volumeFlow_start	heartComponent.valveInertia_Mitral.l	heartComponent.valveInertia_Mitral.A_ind	heartComponent.valveInertia_pulmonary.volumeFlow_start	heartComponent.valveInertia_pulmonary.l	heartComponent.valveInertia_pulmonary.A_ind	pulmonaryTriSeg.r_pa.Resistance	pulmonaryTriSeg.c_pa.volume_start	pulmonaryTriSeg.c_pa.Compliance	pulmonaryTriSeg.c_pv.Compliance	pulmonaryTriSeg.phi_factor.eta	pulmonaryTriSeg.R_pv_visc.Resistance	pulmonaryTriSeg.normalization.NormalValue	pulmonaryTriSeg.conductance0.k	systemic_TriSeg._C_SV	systemic_TriSeg._R_Ao	systemic_TriSeg._R_SA	systemic_TriSeg._R_tAo	systemic_TriSeg._R_tSA	systemic_TriSeg.inverseProportionalFactor.scalingFactor	sigma_act0	pulmonaryR_factor	venoconstrictionFactor	vasodilatationFactor	exercise1.startTime	midExerciseLevel
53	53	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.19960013	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
54	54	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.22061067	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
55	55	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	0.95	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
56	56	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.05	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
57	57	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.22296635E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
58	58	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.35169965E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
59	59	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	4.9663245	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
60	60	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.4890955	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
61	61	1	131.44731762858217	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	0.95	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
62	62	1	132.69104379376017	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.05	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
63	63	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	23.571875	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
64	64	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	26.053125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
65	65	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.1515625	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
66	66	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	14.5359375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
67	67	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.0296875	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
68	68	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.0328125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
69	69	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.0344956999999996E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
70	70	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.3539162999999997E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
71	71	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.5534295500000002E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
72	72	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.71694845E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
73	73	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1266.5626804425	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
