GenOpt(R) Version 3.1.1, March 29, 2016

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2016, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of Parametric algorithm
Start time: Wed Jun 10 19:27:54 CEST 2020

Main Iterations


Simulation Number	Main Iteration	Step Number	f(x)	settings.phi0	settings.height	settings.weight	settings.age	settings.HR_nominal	settings.HR_max	settings.V_PV_init	settings.heart_R_vlv	settings.heart_R_LA	settings.heart_R_RA	settings.heart_drive_offset	settings.heart_drive_offset_maxAct	settings.heart_drive_k_TS	settings.heart_drive_k_TS_maxAct	settings.heart_drive_k_TR	settings.heart_drive_k_TR_maxAct	settings.heart_drive_drive	settings.heart_atr_Tact	settings.heart_atr_Emin	settings.heart_atr_Emax	settings.heart_atr_sigma_a	settings.heart_vntr_Vw_factor	settings.heart_vntr_AmRef_factor	settings.heart_vntr_sigma_act_factor	settings.heart_vntr_sigma_actMaxAct_factor	settings.heart_vntr_k_passive_factor	settings.thoracic_pressure_ratio	settings.hydrostaticLevel_correction	settings.TPR	settings.TR_frac	settings.k_E	settings.R_vc	settings.tissues_nominal_pressure	settings.tissues_nominal_zpv	settings.tissues_nominal_stressed_volume	settings.tissues_nominal_cardiac_output	settings.Ra_factor	settings.tissues_Ra_tau	settings.tissuesCompliance_PhiEffect	settings.exercise_factor_on_tissue_compliance	settings.tissues_gamma	settings.exercise_factor	settings.veins_gamma	settings.veins_alpha	settings.veins_activation_tau	settings.venous_diameter_correction	settings.vessel_a	settings.vessel_b	settings.vessel_c	settings.vessel_d	settings.blood_mu	settings.blood_rho	settings.baro_d0	settings.baro_Ts	settings.baro_delta0_factor	settings.baro_delta0_aor	settings.baro_delta0_car	settings.baro_g	settings.baro_fsn	settings.baro_f1	settings.pulm_CO_target	settings.pulm_C_PV	settings.pulm_C_PA	settings.pulm_R_PA
70	70	1	0.4648918273058058	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	8.745000000000001E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
71	71	1	0.27450373582010923	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	9.45E-5	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
72	72	1	0.2745030403179277	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.1550000000000002E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
73	73	1	0.2718035496131438	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	3.83625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
74	74	1	0.27258632127415156	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.688750000000001	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
75	75	1	0.2745008889841291	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.0800000000000002E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
76	76	1	0.27450460613117666	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.3200000000000002E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
77	77	1	0.2909288176548522	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.18000000000000002	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
78	78	1	0.2630512863552962	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.22000000000000003	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
79	79	1	0.2752098396455348	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.18000000000000002	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
80	80	1	0.27394668566980684	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.22000000000000003	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
81	81	1	0.2347284155136618	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.45	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
82	82	1	0.3057132612474084	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.55	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
83	83	1	0.2755260430313503	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	36.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
84	84	1	0.2744422717298922	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	44.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
85	85	1	0.29698152155390395	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.45	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
86	86	1	0.388475006534607	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.55	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
87	87	1	0.27450596784527104	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	4.5	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
88	88	1	0.2745058742560629	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.5	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
89	89	1	0.2744824989218287	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.09000000000000001	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
90	90	1	0.27452121353185477	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.11	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
91	91	1	0.2963081457332312	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.35	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
92	92	1	0.26418404950013713	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.65	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
93	93	1	0.27450879197761147	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.25218	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
94	94	1	0.27451163481321805	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.30822000000000005	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
95	95	1	0.2745016014282263	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-454.77	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
96	96	1	0.2745062335261568	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-555.83	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
97	97	1	0.27450327281286535	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.11916	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
98	98	1	0.27450189021307775	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.14564	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
99	99	1	0.2745036290451802	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-10.026000000000002	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
100	100	1	0.2745048692068554	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-12.254	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
101	101	1	0.27450418273035626	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.0036000000000000003	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
102	102	1	0.2745043405230547	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.0044	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
103	103	1	0.2744995739497977	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	945.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
104	104	1	0.27450203861013167	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1155.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
105	105	1	0.274505955200264	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.35	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
