GenOpt(R) Version 3.1.1, March 29, 2016

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2016, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of GPSPSOCCHJ algorithm
Start time: Mon Aug 30 11:25:49 CEST 2021

Main Iterations


Simulation Number	Main Iteration	Step Number	f(x)	settings.heart_R_LA	settings.syst_art_k_E	settings.heart_vntr_D_0	settings.heart_vntr_D_A	settings.heart_vntr_TS	settings.heart_vntr_TR	settings.heart_vntr_D_A_maxAct	settings.heart_vntr_TS_maxAct	settings.heart_vntr_TR_maxAct	settings.heart_atr_D_0	settings.heart_atr_D_A	pulmonaryTriSeg.c_pa.Compliance	settings.pulm_R	systemic_TriSeg._R_SA	settings.V_PV_init	pulmonaryR_factor	venoconstrictionFactor	vasodilatationFactor
186	201	1	9.37406333387878	1616793.2	0.5746707	15.7576	1871.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	3240468.5	0.975	1.4734396E-4	0.309375	3.7874966	1.35625	Generation 13.
187	202	1	255.8548543333725	1318881.0	0.6746707	39.6576	1771.9705	0.40203127	0.2934375	4859.38	0.07555525	0.1228519	2.545309E7	3.7118404E7	2.333095E-8	3.2857012E7	4.315	-3.1265605E-4	49.109375	14.587497	9.75625	Generation 13.
188	203	1	225.32951887786567	1368533.1	0.6746707	42.9576	1771.9705	0.37203127	0.3534375	4859.38	0.06555525	0.1228519	2.5187954E7	3.5594132E7	2.333095E-8	3.637084E7	4.355	-2.5265603E-4	43.309376	12.687496	11.75625	Generation 13.
189	204	1	193.96460230618402	1451286.5	0.6746707	50.4576	1521.9705	0.33203125	0.4034375	4659.38	0.05555525	0.1428519	2.6778772E7	3.254559E7	2.622314E-8	3.3358986E7	4.615	-1.9265604E-4	29.909374	13.387497	12.85625	Generation 13.
189	205	1	7.0023752563451955	1600242.6	0.5746707	16.6576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.035	1.4734396E-4	0.809375	3.9874966	1.85625	Generation 13.
190	206	1	259.95280590797734	1401634.5	0.5746707	36.0576	1471.9705	0.42203125	0.2034375	5059.38	0.09555525	0.1628519	2.7574182E7	4.0166948E7	2.043876E-8	2.5829356E7	3.975	-4.92656E-4	53.309376	19.087496	5.15625	Generation 13.
191	207	1	11.297992672467746	1649894.6	0.5746707	12.5576	1871.9705	0.32203126	0.4534375	5059.38	0.05555525	0.1128519	2.9165E7	4.5501896E7	1.934298E-10	5750345.0	0.915	1.6734395E-4	1.509375	3.4874966	1.55625	Generation 13.
192	208	1	7.715622167725604	1616793.2	0.5746707	15.5576	1921.9705	0.32203126	0.4534375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	3240468.5	0.975	1.5734397E-4	0.409375	3.6874964	1.65625	Generation 13.
192	209	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Generation 14.
193	210	1	241.11922802313944	1517489.2	0.5746707	26.3576	1721.9705	0.38203126	0.3134375	5059.38	0.08555525	0.1428519	2.8634728E7	4.3215488E7	8.87E-9	1.47859E7	2.575	-2.0265604E-4	28.309376	11.987496	3.35625	Generation 14.
194	211	1	6.965347389340693	1600242.6	0.5746707	15.9576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.8899864E7	4.6264032E7	1.934298E-10	3742443.8	1.015	1.4734396E-4	0.309375	3.8874965	1.75625	Generation 14.
195	212	1	6.699644525804514	1600242.6	0.5746707	16.4576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.8899864E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.609375	3.8874965	1.85625	Generation 14.
196	213	1	6.692069352774332	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.609375	3.8874965	1.85625	Generation 14.
197	214	1	237.2340135888296	1434735.8	0.6746707	27.2576	1821.9705	0.38203126	0.3334375	5059.38	0.07555525	0.1328519	2.7839318E7	4.1691216E7	1.465438E-8	1.9303678E7	2.855	-1.6265604E-4	31.409374	11.087497	5.15625	Generation 14.
198	215	1	7.27790178918847	1616793.2	0.5746707	15.7576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.5501896E7	1.934298E-10	5248369.5	0.975	1.6734395E-4	0.909375	3.9874966	1.75625	Generation 14.
199	216	1	7.190149324251839	1600242.6	0.5746707	16.3576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.8899864E7	4.6264032E7	1.934298E-10	3240468.5	1.035	1.4734396E-4	0.409375	3.8874965	1.85625	Generation 14.
200	217	1	6.862957085450258	1600242.6	0.5746707	16.3576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	3742443.8	1.015	1.4734396E-4	0.609375	3.8874965	1.75625	Generation 14.
201	218	1	232.46232873270034	1434735.8	0.6746707	30.9576	1821.9705	0.37203127	0.3534375	4859.38	0.07555525	0.1228519	2.6778772E7	4.0929084E7	1.465438E-8	2.1813554E7	3.055	-1.3265605E-4	30.209375	10.487496	6.75625	Generation 14.
202	219	1	207.83923549091134	1484387.9	0.6746707	31.3576	1821.9705	0.35203126	0.3834375	4859.38	0.06555525	0.1228519	2.6778772E7	3.9404812E7	1.465438E-8	2.4323432E7	2.975	-9.265604E-5	26.709375	9.187496	7.75625	Generation 14.
203	220	1	194.26337338832616	1517489.2	0.6746707	34.3576	1721.9705	0.33203125	0.4234375	4859.38	0.06555525	0.1228519	2.7574182E7	3.8642676E7	1.465438E-8	2.0307628E7	2.975	-4.265604E-5	16.709375	8.987496	7.85625	Generation 14.
192	221	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Generation 14.
204	222	1	233.23677315978264	1500938.5	0.5746707	27.3576	1671.9705	0.38203126	0.3134375	5059.38	0.08555525	0.1428519	2.8104454E7	4.3215488E7	1.17621894E-8	1.6291826E7	2.655	-2.0265604E-4	29.909374	12.287497	3.65625	Generation 14.
205	223	1	7.694077161700786	1633344.0	0.5746707	14.0576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	0.955	1.6734395E-4	0.609375	3.5874965	1.55625	Generation 14.
206	224	1	6.806224866640257	1600242.6	0.5746707	16.0576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	3742443.8	0.995	1.4734396E-4	0.709375	3.7874966	1.75625	Generation 14.
206	225	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Generation 15.
207	226	1	252.37463414915035	1500938.5	0.5746707	28.2576	1671.9705	0.40203127	0.2934375	5059.38	0.08555525	0.1528519	2.836959E7	4.2453352E7	1.17621894E-8	1.7295776E7	2.875	-2.6265605E-4	33.709373	13.587497	3.65625	Generation 15.
208	227	1	6.799039120563257	1600242.6	0.5746707	16.3576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.8899864E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.409375	3.8874965	1.85625	Generation 15.
209	228	1	6.672346107187709	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.709375	3.8874965	1.85625	Generation 15.
210	229	1	6.676386784074422	1600242.6	0.5746707	16.7576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.709375	3.8874965	1.85625	Generation 15.
211	230	1	253.33840669360617	1401634.5	0.6746707	29.3576	1771.9705	0.39203125	0.3134375	5059.38	0.07555525	0.1328519	2.7574182E7	4.0929084E7	1.754657E-8	2.231553E7	3.215	-2.2265605E-4	37.609375	12.387497	5.85625	Generation 15.
212	231	1	7.113146594959137	1600242.6	0.5746707	15.8576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.5734397E-4	0.709375	3.9874966	1.75625	Generation 15.
213	232	1	6.718278663623222	1600242.6	0.5746707	16.3576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.8899864E7	4.6264032E7	1.934298E-10	3742443.8	1.015	1.4734396E-4	0.509375	3.8874965	1.85625	Generation 15.
214	233	1	6.857855060019161	1600242.6	0.5746707	16.6576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.035	1.4734396E-4	0.809375	3.8874965	1.95625	Generation 15.
215	234	1	255.29024476801303	1368533.1	0.6746707	35.4576	1821.9705	0.38203126	0.3334375	4859.38	0.07555525	0.1228519	2.62485E7	3.9404812E7	2.043876E-8	2.6833308E7	3.615	-2.0265604E-4	37.909374	12.187496	8.45625	Generation 15.
216	235	1	237.5760182108759	1418185.1	0.6746707	37.8576	1821.9705	0.35203126	0.3634375	4859.38	0.06555525	0.1228519	2.5983364E7	3.788054E7	2.043876E-8	2.8841208E7	3.515	-1.6265604E-4	32.909374	10.887497	9.25625	Generation 15.
217	236	1	203.92989801550866	1500938.5	0.5746707	36.4576	1671.9705	0.33203125	0.4134375	4859.38	0.06555525	0.1328519	2.7309046E7	3.7118404E7	1.754657E-8	2.3821456E7	3.255	-8.265604E-5	19.909374	9.687496	8.65625	Generation 15.
206	237	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Generation 15.
218	238	1	261.2433348288422	1467837.1	0.5746707	29.4576	1621.9705	0.39203125	0.2834375	5059.38	0.08555525	0.1428519	2.7839318E7	4.2453352E7	1.17621894E-8	1.8299728E7	2.955	-2.6265605E-4	35.609375	13.787497	4.05625	Generation 15.
219	239	1	7.24246320016488	1616793.2	0.5746707	15.2576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	3742443.8	0.975	1.5734397E-4	0.309375	3.6874964	1.65625	Generation 15.
220	240	1	6.667974480287749	1600242.6	0.5746707	16.4576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Generation 15.
220	241	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Generation 16.
221	242	1	256.3117813207432	1484387.9	0.5746707	29.3576	1621.9705	0.41203126	0.2834375	5059.38	0.08555525	0.1528519	2.836959E7	4.1691216E7	1.17621894E-8	1.8801702E7	3.055	-3.0265603E-4	36.809376	14.487496	3.85625	Generation 16.
222	243	1	6.733780325461621	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.8899864E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.509375	3.8874965	1.85625	Generation 16.
220	244	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Generation 16.
223	245	1	6.670498246021707	1600242.6	0.5746707	16.7576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Generation 16.
224	246	1	256.59262500232927	1385083.8	0.6746707	30.6576	1771.9705	0.40203127	0.3034375	5059.38	0.07555525	0.1328519	2.7574182E7	4.0166948E7	1.754657E-8	2.4323432E7	3.415	-2.6265605E-4	41.209373	13.187496	6.25625	Generation 16.
225	247	1	7.601763955159727	1600242.6	0.5746707	15.9576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	3742443.8	1.035	1.4734396E-4	0.609375	3.9874966	1.75625	Generation 16.
226	248	1	6.718083868492206	1600242.6	0.5746707	16.3576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.8899864E7	4.6264032E7	1.934298E-10	3742443.8	1.015	1.4734396E-4	0.609375	3.8874965	1.85625	Generation 16.
227	249	1	6.853293264180446	1600242.6	0.5746707	16.7576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.035	1.4734396E-4	0.909375	3.8874965	1.95625	Generation 16.
228	250	1	256.86390258438854	1351982.4	0.6746707	37.3576	1821.9705	0.39203125	0.3234375	4859.38	0.07555525	0.1228519	2.5983364E7	3.8642676E7	2.333095E-8	2.8841208E7	3.855	-2.3265604E-4	41.409374	12.987496	9.15625	Generation 16.
229	251	1	244.72962748222432	1385083.8	0.6746707	40.7576	1821.9705	0.35203126	0.3534375	4859.38	0.06555525	0.1228519	2.5718226E7	3.7118404E7	2.333095E-8	3.084911E7	3.775	-1.9265604E-4	35.709373	11.687496	9.95625	Generation 16.
230	252	1	201.82332919179123	1500938.5	0.5746707	38.2576	1621.9705	0.33203125	0.4134375	4859.38	0.06555525	0.1328519	2.7309046E7	3.6356268E7	2.043876E-8	2.5829356E7	3.455	-1.0265604E-4	21.809376	10.187496	9.25625	Generation 16.
220	253	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Generation 16.
231	254	1	282.2893956439097	1451286.5	0.5746707	30.7576	1621.9705	0.39203125	0.2634375	5059.38	0.08555525	0.1428519	2.7839318E7	4.1691216E7	1.17621894E-8	1.9805654E7	3.135	-3.0265603E-4	38.909374	14.787497	4.25625	Generation 16.
232	255	1	6.851439140912614	1600242.6	0.5746707	15.8576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	3742443.8	0.995	1.5734397E-4	0.309375	3.7874966	1.75625	Generation 16.
220	256	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Generation 16.
220	256	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Minimum point.
220	257	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Minimum point of initialization.
232	258	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Initial point.
232	259	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Iteration step did not reduce cost. Reduce step size to '0.5'.
232	260	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Iteration step did not reduce cost. Reduce step size to '0.25'.
232	261	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Iteration step did not reduce cost. Reduce step size to '0.125'.
232	262	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Iteration step did not reduce cost. Reduce step size to '0.0625'.
232	263	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Iteration step did not reduce cost. Maximum number of step reductions reached.
232	263	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Minimum point.
