GenOpt(R) Version 3.1.1, March 29, 2016

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2016, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of GPSHookeJeeves algorithm
Start time: Tue Dec 14 10:08:44 CET 2021

All Iterations


Simulation Number	Main Iteration	Sub Iteration	Step Number	f(x)	settings.heart_vntr_D_A_maxAct	settings.heart_vntr_D_0_maxAct	settings.heart_vntr_TS_maxAct	settings.heart_vntr_TR_maxAct	settings.eta_vc	settings.baro_f1	settings.tissues_eta_Ra	settings.tissues_eta_Rv	settings.tissues_eta_C	settings.tissues_chi_Ra	settings.tissues_chi_Rv	settings.tissues_chi_C
215	12	19	1	0.7651012335131191	2800.005	0.001125	0.164774	0.0659769	0.2601054	0.003028125	3.945225	1.40625	0.8308013	23.8125	16.84375	0.07875	Cost not reduced at settings.tissues_chi_C+dsettings.tissues_chi_C.
209	12	20	1	0.764842700803247	2800.005	0.001125	0.164774	0.0659769	0.2601054	0.003028125	3.945225	1.40625	0.8308013	23.8125	16.84375	0.06875	Global search reduced cost.
216	13	1	1	0.7688844303867994	3000.005	0.001085	0.164774	0.0659769	0.2601054	0.003128125	3.945225	1.60625	0.8908013	24.8125	15.84375	0.06875	Cost reduced     at settings.tissues_eta_Ra-dsettings.tissues_eta_Ra.
217	13	2	1	0.770168088719936	3000.005	0.001085	0.164774	0.0659769	0.2601054	0.003128125	3.945225	1.70625	0.8908013	24.8125	15.84375	0.06875	Cost not reduced at settings.tissues_eta_Rv+dsettings.tissues_eta_Rv.
218	13	3	1	0.7733955742633587	3000.005	0.001085	0.164774	0.0659769	0.2601054	0.003128125	3.945225	1.50625	0.8908013	24.8125	15.84375	0.06875	Cost not reduced at settings.tissues_eta_Rv-dsettings.tissues_eta_Rv.
219	13	4	1	0.7652463992264101	3000.005	0.001085	0.164774	0.0659769	0.2601054	0.003128125	3.945225	1.60625	0.9008013	24.8125	15.84375	0.06875	Cost reduced     at settings.tissues_eta_C+dsettings.tissues_eta_C.
220	13	5	1	0.7731721723490517	3000.005	0.001085	0.164774	0.0659769	0.2601054	0.003128125	3.945225	1.60625	0.9008013	25.8125	15.84375	0.06875	Cost not reduced at settings.tissues_chi_Ra+dsettings.tissues_chi_Ra.
221	13	6	1	0.7673979279288327	3000.005	0.001085	0.164774	0.0659769	0.2601054	0.003128125	3.945225	1.60625	0.9008013	23.8125	15.84375	0.06875	Cost not reduced at settings.tissues_chi_Ra-dsettings.tissues_chi_Ra.
222	13	7	1	0.7662733651882636	3000.005	0.001085	0.164774	0.0659769	0.2601054	0.003128125	3.945225	1.60625	0.9008013	24.8125	14.84375	0.06875	Cost not reduced at settings.tissues_chi_Rv-dsettings.tissues_chi_Rv.
223	13	8	1	0.7683564965209752	3000.005	0.001085	0.164774	0.0659769	0.2601054	0.003128125	3.945225	1.60625	0.9008013	24.8125	16.84375	0.06875	Cost not reduced at settings.tissues_chi_Rv+dsettings.tissues_chi_Rv.
224	13	9	1	0.7658220597019945	3000.005	0.001085	0.164774	0.0659769	0.2601054	0.003128125	3.945225	1.60625	0.9008013	24.8125	15.84375	0.05875	Cost not reduced at settings.tissues_chi_C-dsettings.tissues_chi_C.
225	13	10	1	0.7655167004123051	3000.005	0.001085	0.164774	0.0659769	0.2601054	0.003128125	3.945225	1.60625	0.9008013	24.8125	15.84375	0.07875	Cost not reduced at settings.tissues_chi_C+dsettings.tissues_chi_C.
226	13	11	1	0.766440392187504	3000.005	0.001125	0.164774	0.0659769	0.2601054	0.003028125	3.945225	1.40625	0.8308013	23.8125	16.84375	0.06875	Cost not reduced at settings.heart_vntr_D_A_maxAct+dsettings.heart_vntr_D_A_maxAct.
227	13	12	1	0.7674761611212122	2600.005	0.001125	0.164774	0.0659769	0.2601054	0.003028125	3.945225	1.40625	0.8308013	23.8125	16.84375	0.06875	Cost not reduced at settings.heart_vntr_D_A_maxAct-dsettings.heart_vntr_D_A_maxAct.
228	13	13	1	0.7648455498507728	2800.005	0.001105	0.164774	0.0659769	0.2601054	0.003028125	3.945225	1.40625	0.8308013	23.8125	16.84375	0.06875	Cost not reduced at settings.heart_vntr_D_0_maxAct-dsettings.heart_vntr_D_0_maxAct.
229	13	14	1	0.764842509874021	2800.005	0.001145	0.164774	0.0659769	0.2601054	0.003028125	3.945225	1.40625	0.8308013	23.8125	16.84375	0.06875	Cost reduced     at settings.heart_vntr_D_0_maxAct+dsettings.heart_vntr_D_0_maxAct.
230	13	15	1	0.8082768481341636	2800.005	0.001145	0.154774	0.0659769	0.2601054	0.003028125	3.945225	1.40625	0.8308013	23.8125	16.84375	0.06875	Cost not reduced at settings.heart_vntr_TS_maxAct-dsettings.heart_vntr_TS_maxAct.
231	13	16	1	0.8866661869101834	2800.005	0.001145	0.174774	0.0659769	0.2601054	0.003028125	3.945225	1.40625	0.8308013	23.8125	16.84375	0.06875	Cost not reduced at settings.heart_vntr_TS_maxAct+dsettings.heart_vntr_TS_maxAct.
232	13	17	1	0.8107922898659574	2800.005	0.001145	0.164774	0.0559769	0.2601054	0.003028125	3.945225	1.40625	0.8308013	23.8125	16.84375	0.06875	Cost not reduced at settings.heart_vntr_TR_maxAct-dsettings.heart_vntr_TR_maxAct.
233	13	18	1	0.8662347790267616	2800.005	0.001145	0.164774	0.0759769	0.2601054	0.003028125	3.945225	1.40625	0.8308013	23.8125	16.84375	0.06875	Cost not reduced at settings.heart_vntr_TR_maxAct+dsettings.heart_vntr_TR_maxAct.
234	13	19	1	0.7622725996346479	2800.005	0.001145	0.164774	0.0659769	0.2701054	0.003028125	3.945225	1.40625	0.8308013	23.8125	16.84375	0.06875	Cost reduced     at settings.eta_vc+dsettings.eta_vc.
235	13	20	1	0.7687169252881554	2800.005	0.001145	0.164774	0.0659769	0.2701054	0.003128125	3.945225	1.40625	0.8308013	23.8125	16.84375	0.06875	Cost not reduced at settings.baro_f1+dsettings.baro_f1.
236	13	21	1	0.765978756322659	2800.005	0.001145	0.164774	0.0659769	0.2701054	0.002928125	3.945225	1.40625	0.8308013	23.8125	16.84375	0.06875	Cost not reduced at settings.baro_f1-dsettings.baro_f1.
237	13	22	1	0.7690318816403896	2800.005	0.001145	0.164774	0.0659769	0.2701054	0.003028125	3.845225	1.40625	0.8308013	23.8125	16.84375	0.06875	Cost not reduced at settings.tissues_eta_Ra-dsettings.tissues_eta_Ra.
238	13	23	1	0.7616538668983566	2800.005	0.001145	0.164774	0.0659769	0.2701054	0.003028125	3.945225	1.50625	0.8308013	23.8125	16.84375	0.06875	Cost reduced     at settings.tissues_eta_Rv+dsettings.tissues_eta_Rv.
239	13	24	1	0.7609005615035577	2800.005	0.001145	0.164774	0.0659769	0.2701054	0.003028125	3.945225	1.50625	0.8408013	23.8125	16.84375	0.06875	Cost reduced     at settings.tissues_eta_C+dsettings.tissues_eta_C.
240	13	25	1	0.7640865979381777	2800.005	0.001145	0.164774	0.0659769	0.2701054	0.003028125	3.945225	1.50625	0.8408013	24.8125	16.84375	0.06875	Cost not reduced at settings.tissues_chi_Ra+dsettings.tissues_chi_Ra.
241	13	26	1	0.7693830629562638	2800.005	0.001145	0.164774	0.0659769	0.2701054	0.003028125	3.945225	1.50625	0.8408013	22.8125	16.84375	0.06875	Cost not reduced at settings.tissues_chi_Ra-dsettings.tissues_chi_Ra.
242	13	27	1	0.7650620392821839	2800.005	0.001145	0.164774	0.0659769	0.2701054	0.003028125	3.945225	1.50625	0.8408013	23.8125	15.84375	0.06875	Cost not reduced at settings.tissues_chi_Rv-dsettings.tissues_chi_Rv.
243	13	28	1	0.760378781271297	2800.005	0.001145	0.164774	0.0659769	0.2701054	0.003028125	3.945225	1.50625	0.8408013	23.8125	17.84375	0.06875	Cost reduced     at settings.tissues_chi_Rv+dsettings.tissues_chi_Rv.
244	13	29	1	0.760790924716922	2800.005	0.001145	0.164774	0.0659769	0.2701054	0.003028125	3.945225	1.50625	0.8408013	23.8125	17.84375	0.05875	Cost not reduced at settings.tissues_chi_C-dsettings.tissues_chi_C.
245	13	30	1	0.7610446288394497	2800.005	0.001145	0.164774	0.0659769	0.2701054	0.003028125	3.945225	1.50625	0.8408013	23.8125	17.84375	0.07875	Cost not reduced at settings.tissues_chi_C+dsettings.tissues_chi_C.
243	13	31	1	0.760378781271297	2800.005	0.001145	0.164774	0.0659769	0.2701054	0.003028125	3.945225	1.50625	0.8408013	23.8125	17.84375	0.06875	Local search reduced cost.
246	14	1	1	0.7563929639970901	2800.005	0.001165	0.164774	0.0659769	0.2801054	0.003028125	3.945225	1.60625	0.8508013	23.8125	18.84375	0.06875	Exploration base, Delta = 1.0.
247	14	2	1	0.7579875206368962	3000.005	0.001165	0.164774	0.0659769	0.2801054	0.003028125	3.945225	1.60625	0.8508013	23.8125	18.84375	0.06875	Cost not reduced at settings.heart_vntr_D_A_maxAct+dsettings.heart_vntr_D_A_maxAct.
248	14	3	1	0.7600185900380612	2600.005	0.001165	0.164774	0.0659769	0.2801054	0.003028125	3.945225	1.60625	0.8508013	23.8125	18.84375	0.06875	Cost not reduced at settings.heart_vntr_D_A_maxAct-dsettings.heart_vntr_D_A_maxAct.
249	14	4	1	0.7563936820311206	2800.005	0.001185	0.164774	0.0659769	0.2801054	0.003028125	3.945225	1.60625	0.8508013	23.8125	18.84375	0.06875	Cost not reduced at settings.heart_vntr_D_0_maxAct+dsettings.heart_vntr_D_0_maxAct.
250	14	5	1	0.7563905160758231	2800.005	0.001145	0.164774	0.0659769	0.2801054	0.003028125	3.945225	1.60625	0.8508013	23.8125	18.84375	0.06875	Cost reduced     at settings.heart_vntr_D_0_maxAct-dsettings.heart_vntr_D_0_maxAct.
251	14	6	1	0.8023740503767056	2800.005	0.001145	0.154774	0.0659769	0.2801054	0.003028125	3.945225	1.60625	0.8508013	23.8125	18.84375	0.06875	Cost not reduced at settings.heart_vntr_TS_maxAct-dsettings.heart_vntr_TS_maxAct.
252	14	7	1	0.8739891009918699	2800.005	0.001145	0.174774	0.0659769	0.2801054	0.003028125	3.945225	1.60625	0.8508013	23.8125	18.84375	0.06875	Cost not reduced at settings.heart_vntr_TS_maxAct+dsettings.heart_vntr_TS_maxAct.
253	14	8	1	0.8049120301619144	2800.005	0.001145	0.164774	0.0559769	0.2801054	0.003028125	3.945225	1.60625	0.8508013	23.8125	18.84375	0.06875	Cost not reduced at settings.heart_vntr_TR_maxAct-dsettings.heart_vntr_TR_maxAct.
254	14	9	1	0.8530359421554384	2800.005	0.001145	0.164774	0.0759769	0.2801054	0.003028125	3.945225	1.60625	0.8508013	23.8125	18.84375	0.06875	Cost not reduced at settings.heart_vntr_TR_maxAct+dsettings.heart_vntr_TR_maxAct.
255	14	10	1	0.7551265211657583	2800.005	0.001145	0.164774	0.0659769	0.2901054	0.003028125	3.945225	1.60625	0.8508013	23.8125	18.84375	0.06875	Cost reduced     at settings.eta_vc+dsettings.eta_vc.
256	14	11	1	0.7611207856731754	2800.005	0.001145	0.164774	0.0659769	0.2901054	0.003128125	3.945225	1.60625	0.8508013	23.8125	18.84375	0.06875	Cost not reduced at settings.baro_f1+dsettings.baro_f1.
257	14	12	1	0.7571810279231724	2800.005	0.001145	0.164774	0.0659769	0.2901054	0.002928125	3.945225	1.60625	0.8508013	23.8125	18.84375	0.06875	Cost not reduced at settings.baro_f1-dsettings.baro_f1.
258	14	13	1	0.7622346516103979	2800.005	0.001145	0.164774	0.0659769	0.2901054	0.003028125	3.845225	1.60625	0.8508013	23.8125	18.84375	0.06875	Cost not reduced at settings.tissues_eta_Ra-dsettings.tissues_eta_Ra.
259	14	14	1	0.7525180865324493	2800.005	0.001145	0.164774	0.0659769	0.2901054	0.003028125	3.945225	1.70625	0.8508013	23.8125	18.84375	0.06875	Cost reduced     at settings.tissues_eta_Rv+dsettings.tissues_eta_Rv.
260	14	15	1	0.7543799938833146	2800.005	0.001145	0.164774	0.0659769	0.2901054	0.003028125	3.945225	1.70625	0.8608013	23.8125	18.84375	0.06875	Cost not reduced at settings.tissues_eta_C+dsettings.tissues_eta_C.
261	14	16	1	0.7530740487169945	2800.005	0.001145	0.164774	0.0659769	0.2901054	0.003028125	3.945225	1.70625	0.8408013	23.8125	18.84375	0.06875	Cost not reduced at settings.tissues_eta_C-dsettings.tissues_eta_C.
262	14	17	1	0.7570868637029906	2800.005	0.001145	0.164774	0.0659769	0.2901054	0.003028125	3.945225	1.70625	0.8508013	24.8125	18.84375	0.06875	Cost not reduced at settings.tissues_chi_Ra+dsettings.tissues_chi_Ra.
263	14	18	1	0.7592866579047735	2800.005	0.001145	0.164774	0.0659769	0.2901054	0.003028125	3.945225	1.70625	0.8508013	22.8125	18.84375	0.06875	Cost not reduced at settings.tissues_chi_Ra-dsettings.tissues_chi_Ra.
264	14	19	1	0.7527296350894738	2800.005	0.001145	0.164774	0.0659769	0.2901054	0.003028125	3.945225	1.70625	0.8508013	23.8125	19.84375	0.06875	Cost not reduced at settings.tissues_chi_Rv+dsettings.tissues_chi_Rv.
265	14	20	1	0.7551582872399647	2800.005	0.001145	0.164774	0.0659769	0.2901054	0.003028125	3.945225	1.70625	0.8508013	23.8125	17.84375	0.06875	Cost not reduced at settings.tissues_chi_Rv-dsettings.tissues_chi_Rv.
266	14	21	1	0.7539924808357898	2800.005	0.001145	0.164774	0.0659769	0.2901054	0.003028125	3.945225	1.70625	0.8508013	23.8125	18.84375	0.05875	Cost not reduced at settings.tissues_chi_C-dsettings.tissues_chi_C.
267	14	22	1	0.7521307813542082	2800.005	0.001145	0.164774	0.0659769	0.2901054	0.003028125	3.945225	1.70625	0.8508013	23.8125	18.84375	0.07875	Cost reduced     at settings.tissues_chi_C+dsettings.tissues_chi_C.
267	14	23	1	0.7521307813542082	2800.005	0.001145	0.164774	0.0659769	0.2901054	0.003028125	3.945225	1.70625	0.8508013	23.8125	18.84375	0.07875	Global search reduced cost.
268	15	1	1	0.7477936302172086	2800.005	0.001145	0.164774	0.0659769	0.3101054	0.003028125	3.945225	1.90625	0.8608013	23.8125	19.84375	0.08875	Exploration base, Delta = 1.0.
269	15	2	1	0.7460166566050884	3000.005	0.001145	0.164774	0.0659769	0.3101054	0.003028125	3.945225	1.90625	0.8608013	23.8125	19.84375	0.08875	Cost reduced     at settings.heart_vntr_D_A_maxAct+dsettings.heart_vntr_D_A_maxAct.
270	15	3	1	0.7460178586236786	3000.005	0.001125	0.164774	0.0659769	0.3101054	0.003028125	3.945225	1.90625	0.8608013	23.8125	19.84375	0.08875	Cost not reduced at settings.heart_vntr_D_0_maxAct-dsettings.heart_vntr_D_0_maxAct.
271	15	4	1	0.7460175089548073	3000.005	0.001165	0.164774	0.0659769	0.3101054	0.003028125	3.945225	1.90625	0.8608013	23.8125	19.84375	0.08875	Cost not reduced at settings.heart_vntr_D_0_maxAct+dsettings.heart_vntr_D_0_maxAct.
272	15	5	1	0.8064825140131509	3000.005	0.001145	0.154774	0.0659769	0.3101054	0.003028125	3.945225	1.90625	0.8608013	23.8125	19.84375	0.08875	Cost not reduced at settings.heart_vntr_TS_maxAct-dsettings.heart_vntr_TS_maxAct.
273	15	6	1	0.8621215160823862	3000.005	0.001145	0.174774	0.0659769	0.3101054	0.003028125	3.945225	1.90625	0.8608013	23.8125	19.84375	0.08875	Cost not reduced at settings.heart_vntr_TS_maxAct+dsettings.heart_vntr_TS_maxAct.
274	15	7	1	0.8076799254246314	3000.005	0.001145	0.164774	0.0559769	0.3101054	0.003028125	3.945225	1.90625	0.8608013	23.8125	19.84375	0.08875	Cost not reduced at settings.heart_vntr_TR_maxAct-dsettings.heart_vntr_TR_maxAct.
275	15	8	1	0.8402755906093458	3000.005	0.001145	0.164774	0.0759769	0.3101054	0.003028125	3.945225	1.90625	0.8608013	23.8125	19.84375	0.08875	Cost not reduced at settings.heart_vntr_TR_maxAct+dsettings.heart_vntr_TR_maxAct.
276	15	9	1	0.7491522082468599	3000.005	0.001145	0.164774	0.0659769	0.3201054	0.003028125	3.945225	1.90625	0.8608013	23.8125	19.84375	0.08875	Cost not reduced at settings.eta_vc+dsettings.eta_vc.
277	15	10	1	0.7465738989385335	3000.005	0.001145	0.164774	0.0659769	0.3001054	0.003028125	3.945225	1.90625	0.8608013	23.8125	19.84375	0.08875	Cost not reduced at settings.eta_vc-dsettings.eta_vc.
278	15	11	1	0.7524016832443705	3000.005	0.001145	0.164774	0.0659769	0.3101054	0.003128125	3.945225	1.90625	0.8608013	23.8125	19.84375	0.08875	Cost not reduced at settings.baro_f1+dsettings.baro_f1.
279	15	12	1	0.749717785365231	3000.005	0.001145	0.164774	0.0659769	0.3101054	0.002928125	3.945225	1.90625	0.8608013	23.8125	19.84375	0.08875	Cost not reduced at settings.baro_f1-dsettings.baro_f1.
280	15	13	1	0.754376691333105	3000.005	0.001145	0.164774	0.0659769	0.3101054	0.003028125	3.845225	1.90625	0.8608013	23.8125	19.84375	0.08875	Cost not reduced at settings.tissues_eta_Ra-dsettings.tissues_eta_Ra.
281	15	14	1	0.743520871354155	3000.005	0.001145	0.164774	0.0659769	0.3101054	0.003028125	3.945225	2.00625	0.8608013	23.8125	19.84375	0.08875	Cost reduced     at settings.tissues_eta_Rv+dsettings.tissues_eta_Rv.
282	15	15	1	0.7430644556110133	3000.005	0.001145	0.164774	0.0659769	0.3101054	0.003028125	3.945225	2.00625	0.8708013	23.8125	19.84375	0.08875	Cost reduced     at settings.tissues_eta_C+dsettings.tissues_eta_C.
283	15	16	1	0.7458325481959722	3000.005	0.001145	0.164774	0.0659769	0.3101054	0.003028125	3.945225	2.00625	0.8708013	24.8125	19.84375	0.08875	Cost not reduced at settings.tissues_chi_Ra+dsettings.tissues_chi_Ra.
284	15	17	1	0.7518735918084873	3000.005	0.001145	0.164774	0.0659769	0.3101054	0.003028125	3.945225	2.00625	0.8708013	22.8125	19.84375	0.08875	Cost not reduced at settings.tissues_chi_Ra-dsettings.tissues_chi_Ra.
285	15	18	1	0.7435925003565095	3000.005	0.001145	0.164774	0.0659769	0.3101054	0.003028125	3.945225	2.00625	0.8708013	23.8125	20.84375	0.08875	Cost not reduced at settings.tissues_chi_Rv+dsettings.tissues_chi_Rv.
286	15	19	1	0.745508326638148	3000.005	0.001145	0.164774	0.0659769	0.3101054	0.003028125	3.945225	2.00625	0.8708013	23.8125	18.84375	0.08875	Cost not reduced at settings.tissues_chi_Rv-dsettings.tissues_chi_Rv.
287	15	20	1	0.7435168435372723	3000.005	0.001145	0.164774	0.0659769	0.3101054	0.003028125	3.945225	2.00625	0.8708013	23.8125	19.84375	0.09875	Cost not reduced at settings.tissues_chi_C+dsettings.tissues_chi_C.
288	15	21	1	0.7437092817239574	3000.005	0.001145	0.164774	0.0659769	0.3101054	0.003028125	3.945225	2.00625	0.8708013	23.8125	19.84375	0.07875	Cost not reduced at settings.tissues_chi_C-dsettings.tissues_chi_C.
282	15	22	1	0.7430644556110133	3000.005	0.001145	0.164774	0.0659769	0.3101054	0.003028125	3.945225	2.00625	0.8708013	23.8125	19.84375	0.08875	Global search reduced cost.
289	16	1	1	0.737593609925352	3200.005	0.001145	0.164774	0.0659769	0.3301054	0.003028125	3.945225	2.30625	0.8908013	23.8125	20.84375	0.09875	Exploration base, Delta = 1.0.
290	16	2	1	0.7388432202955955	3400.005	0.001145	0.164774	0.0659769	0.3301054	0.003028125	3.945225	2.30625	0.8908013	23.8125	20.84375	0.09875	Cost not reduced at settings.heart_vntr_D_A_maxAct+dsettings.heart_vntr_D_A_maxAct.
291	16	3	1	0.7411549542330405	3000.005	0.001145	0.164774	0.0659769	0.3301054	0.003028125	3.945225	2.30625	0.8908013	23.8125	20.84375	0.09875	Cost not reduced at settings.heart_vntr_D_A_maxAct-dsettings.heart_vntr_D_A_maxAct.
292	16	4	1	0.7375945716800265	3200.005	0.001125	0.164774	0.0659769	0.3301054	0.003028125	3.945225	2.30625	0.8908013	23.8125	20.84375	0.09875	Cost not reduced at settings.heart_vntr_D_0_maxAct-dsettings.heart_vntr_D_0_maxAct.
293	16	5	1	0.7375965772168962	3200.005	0.001165	0.164774	0.0659769	0.3301054	0.003028125	3.945225	2.30625	0.8908013	23.8125	20.84375	0.09875	Cost not reduced at settings.heart_vntr_D_0_maxAct+dsettings.heart_vntr_D_0_maxAct.
294	16	6	1	0.7982544094936541	3200.005	0.001145	0.154774	0.0659769	0.3301054	0.003028125	3.945225	2.30625	0.8908013	23.8125	20.84375	0.09875	Cost not reduced at settings.heart_vntr_TS_maxAct-dsettings.heart_vntr_TS_maxAct.
295	16	7	1	0.8738751812071153	3200.005	0.001145	0.174774	0.0659769	0.3301054	0.003028125	3.945225	2.30625	0.8908013	23.8125	20.84375	0.09875	Cost not reduced at settings.heart_vntr_TS_maxAct+dsettings.heart_vntr_TS_maxAct.
296	16	8	1	0.7995521347836605	3200.005	0.001145	0.164774	0.0559769	0.3301054	0.003028125	3.945225	2.30625	0.8908013	23.8125	20.84375	0.09875	Cost not reduced at settings.heart_vntr_TR_maxAct-dsettings.heart_vntr_TR_maxAct.
297	16	9	1	0.8509827449591867	3200.005	0.001145	0.164774	0.0759769	0.3301054	0.003028125	3.945225	2.30625	0.8908013	23.8125	20.84375	0.09875	Cost not reduced at settings.heart_vntr_TR_maxAct+dsettings.heart_vntr_TR_maxAct.
298	16	10	1	0.7412115875085568	3200.005	0.001145	0.164774	0.0659769	0.3401054	0.003028125	3.945225	2.30625	0.8908013	23.8125	20.84375	0.09875	Cost not reduced at settings.eta_vc+dsettings.eta_vc.
299	16	11	1	0.737903288987535	3200.005	0.001145	0.164774	0.0659769	0.3201054	0.003028125	3.945225	2.30625	0.8908013	23.8125	20.84375	0.09875	Cost not reduced at settings.eta_vc-dsettings.eta_vc.
300	16	12	1	0.7483044071370367	3200.005	0.001145	0.164774	0.0659769	0.3301054	0.003128125	3.945225	2.30625	0.8908013	23.8125	20.84375	0.09875	Cost not reduced at settings.baro_f1+dsettings.baro_f1.
301	16	13	1	0.74125379612098	3200.005	0.001145	0.164774	0.0659769	0.3301054	0.002928125	3.945225	2.30625	0.8908013	23.8125	20.84375	0.09875	Cost not reduced at settings.baro_f1-dsettings.baro_f1.
302	16	14	1	0.7435493321656741	3200.005	0.001145	0.164774	0.0659769	0.3301054	0.003028125	3.845225	2.30625	0.8908013	23.8125	20.84375	0.09875	Cost not reduced at settings.tissues_eta_Ra-dsettings.tissues_eta_Ra.
303	16	15	1	0.7421156974949012	3200.005	0.001145	0.164774	0.0659769	0.3301054	0.003028125	3.945225	2.40625	0.8908013	23.8125	20.84375	0.09875	Cost not reduced at settings.tissues_eta_Rv+dsettings.tissues_eta_Rv.
304	16	16	1	0.739898056102902	3200.005	0.001145	0.164774	0.0659769	0.3301054	0.003028125	3.945225	2.20625	0.8908013	23.8125	20.84375	0.09875	Cost not reduced at settings.tissues_eta_Rv-dsettings.tissues_eta_Rv.
305	16	17	1	0.7370547963343173	3200.005	0.001145	0.164774	0.0659769	0.3301054	0.003028125	3.945225	2.30625	0.9008013	23.8125	20.84375	0.09875	Cost reduced     at settings.tissues_eta_C+dsettings.tissues_eta_C.
306	16	18	1	0.7369137586849699	3200.005	0.001145	0.164774	0.0659769	0.3301054	0.003028125	3.945225	2.30625	0.9008013	24.8125	20.84375	0.09875	Cost reduced     at settings.tissues_chi_Ra+dsettings.tissues_chi_Ra.
307	16	19	1	0.741621361211322	3200.005	0.001145	0.164774	0.0659769	0.3301054	0.003028125	3.945225	2.30625	0.9008013	24.8125	21.84375	0.09875	Cost not reduced at settings.tissues_chi_Rv+dsettings.tissues_chi_Rv.
308	16	20	1	0.7348112534225668	3200.005	0.001145	0.164774	0.0659769	0.3301054	0.003028125	3.945225	2.30625	0.9008013	24.8125	19.84375	0.09875	Cost reduced     at settings.tissues_chi_Rv-dsettings.tissues_chi_Rv.
309	16	21	1	0.7356109785241405	3200.005	0.001145	0.164774	0.0659769	0.3301054	0.003028125	3.945225	2.30625	0.9008013	24.8125	19.84375	0.10875	Cost not reduced at settings.tissues_chi_C+dsettings.tissues_chi_C.
310	16	22	1	0.735084473982579	3200.005	0.001145	0.164774	0.0659769	0.3301054	0.003028125	3.945225	2.30625	0.9008013	24.8125	19.84375	0.08875	Cost not reduced at settings.tissues_chi_C-dsettings.tissues_chi_C.
308	16	23	1	0.7348112534225668	3200.005	0.001145	0.164774	0.0659769	0.3301054	0.003028125	3.945225	2.30625	0.9008013	24.8125	19.84375	0.09875	Global search reduced cost.
311	17	1	1	0.7310109161364882	3400.005	0.001145	0.164774	0.0659769	0.3501054	0.003028125	3.945225	2.60625	0.9308013	25.8125	19.84375	0.10875	Exploration base, Delta = 1.0.
312	17	2	1	0.7346079400984947	3600.005	0.001145	0.164774	0.0659769	0.3501054	0.003028125	3.945225	2.60625	0.9308013	25.8125	19.84375	0.10875	Cost not reduced at settings.heart_vntr_D_A_maxAct+dsettings.heart_vntr_D_A_maxAct.
313	17	3	1	0.7329202497965881	3200.005	0.001145	0.164774	0.0659769	0.3501054	0.003028125	3.945225	2.60625	0.9308013	25.8125	19.84375	0.10875	Cost not reduced at settings.heart_vntr_D_A_maxAct-dsettings.heart_vntr_D_A_maxAct.
314	17	4	1	0.7310065586699321	3400.005	0.001125	0.164774	0.0659769	0.3501054	0.003028125	3.945225	2.60625	0.9308013	25.8125	19.84375	0.10875	Cost reduced     at settings.heart_vntr_D_0_maxAct-dsettings.heart_vntr_D_0_maxAct.
315	17	5	1	0.7924838289324183	3400.005	0.001125	0.154774	0.0659769	0.3501054	0.003028125	3.945225	2.60625	0.9308013	25.8125	19.84375	0.10875	Cost not reduced at settings.heart_vntr_TS_maxAct-dsettings.heart_vntr_TS_maxAct.
316	17	6	1	0.8816735317247889	3400.005	0.001125	0.174774	0.0659769	0.3501054	0.003028125	3.945225	2.60625	0.9308013	25.8125	19.84375	0.10875	Cost not reduced at settings.heart_vntr_TS_maxAct+dsettings.heart_vntr_TS_maxAct.
317	17	7	1	0.7930359081858053	3400.005	0.001125	0.164774	0.0559769	0.3501054	0.003028125	3.945225	2.60625	0.9308013	25.8125	19.84375	0.10875	Cost not reduced at settings.heart_vntr_TR_maxAct-dsettings.heart_vntr_TR_maxAct.
318	17	8	1	0.8598525343715389	3400.005	0.001125	0.164774	0.0759769	0.3501054	0.003028125	3.945225	2.60625	0.9308013	25.8125	19.84375	0.10875	Cost not reduced at settings.heart_vntr_TR_maxAct+dsettings.heart_vntr_TR_maxAct.
319	17	9	1	0.7353552862145174	3400.005	0.001125	0.164774	0.0659769	0.3601054	0.003028125	3.945225	2.60625	0.9308013	25.8125	19.84375	0.10875	Cost not reduced at settings.eta_vc+dsettings.eta_vc.
320	17	10	1	0.7310307141616728	3400.005	0.001125	0.164774	0.0659769	0.3401054	0.003028125	3.945225	2.60625	0.9308013	25.8125	19.84375	0.10875	Cost not reduced at settings.eta_vc-dsettings.eta_vc.
321	17	11	1	0.7354568837119516	3400.005	0.001125	0.164774	0.0659769	0.3501054	0.003128125	3.945225	2.60625	0.9308013	25.8125	19.84375	0.10875	Cost not reduced at settings.baro_f1+dsettings.baro_f1.
322	17	12	1	0.7345247054326707	3400.005	0.001125	0.164774	0.0659769	0.3501054	0.002928125	3.945225	2.60625	0.9308013	25.8125	19.84375	0.10875	Cost not reduced at settings.baro_f1-dsettings.baro_f1.
323	17	13	1	0.7412154008701368	3400.005	0.001125	0.164774	0.0659769	0.3501054	0.003028125	3.845225	2.60625	0.9308013	25.8125	19.84375	0.10875	Cost not reduced at settings.tissues_eta_Ra-dsettings.tissues_eta_Ra.
